Fecha,Localidad,Canal,Competidor,Ventas_Valor,Retraso_Logistico_Min
2023-02-02,Suba,Moderno,Super Ricas,340.0,33
2023-02-02,Suba,Moderno,Marcas_Propias_D1,510.0,33
2023-02-02,Suba,Moderno,Pringles,340.0,33
2023-02-02,Kennedy,Tradicional,Margarita,850.0,36
2023-02-02,Kennedy,Tradicional,Super Ricas,340.0,36
2023-02-02,Kennedy,Tradicional,Marcas_Propias_D1,340.0,36
2023-02-02,Kennedy,Tradicional,Pringles,340.0,36
2023-02-02,Kennedy,Moderno,Margarita,850.0,54
2023-02-02,Kennedy,Moderno,Super Ricas,340.0,54
2023-02-02,Kennedy,Moderno,Marcas_Propias_D1,510.0,54
2023-02-02,Kennedy,Moderno,Pringles,340.0,54
2023-02-02,Engativá,Tradicional,Margarita,765.0,48
2023-02-02,Engativá,Tradicional,Super Ricas,340.0,48
2023-02-02,Engativá,Tradicional,Marcas_Propias_D1,340.0,48
2023-02-02,Engativá,Tradicional,Pringles,340.0,48
2023-02-02,Engativá,Moderno,Margarita,850.0,55
2023-02-02,Engativá,Moderno,Super Ricas,340.0,55
2023-02-02,Engativá,Moderno,Marcas_Propias_D1,510.0,55
2023-02-02,Engativá,Moderno,Pringles,340.0,55
2023-02-02,Bosa,Tradicional,Margarita,1000.0,5
2023-02-02,Bosa,Tradicional,Super Ricas,400.0,5
2023-02-02,Bosa,Tradicional,Marcas_Propias_D1,400.0,5
2023-02-02,Bosa,Tradicional,Pringles,400.0,5
2023-02-02,Bosa,Moderno,Margarita,900.0,22
2023-02-02,Bosa,Moderno,Super Ricas,400.0,22
2023-02-02,Bosa,Moderno,Marcas_Propias_D1,600.0,22
2023-02-02,Bosa,Moderno,Pringles,400.0,22
2023-02-02,Usaquén,Tradicional,Margarita,900.0,12
2023-02-02,Usaquén,Tradicional,Super Ricas,400.0,12
2023-02-02,Usaquén,Tradicional,Marcas_Propias_D1,400.0,12
2023-02-02,Usaquén,Tradicional,Pringles,400.0,12
2023-02-02,Usaquén,Moderno,Margarita,1000.0,10
2023-02-02,Usaquén,Moderno,Super Ricas,400.0,10
2023-02-02,Usaquén,Moderno,Marcas_Propias_D1,600.0,10
2023-02-02,Usaquén,Moderno,Pringles,400.0,10
2023-02-02,Chapinero,Tradicional,Margarita,1000.0,21
2023-02-02,Chapinero,Tradicional,Super Ricas,400.0,21
2023-02-02,Chapinero,Tradicional,Marcas_Propias_D1,400.0,21
2023-02-02,Chapinero,Tradicional,Pringles,400.0,21
2023-02-02,Chapinero,Moderno,Margarita,1000.0,8
2023-02-02,Chapinero,Moderno,Super Ricas,400.0,8
2023-02-02,Chapinero,Moderno,Marcas_Propias_D1,600.0,8
2023-02-02,Chapinero,Moderno,Pringles,400.0,8
2023-02-03,Suba,Tradicional,Margarita,1000.0,11
2023-02-03,Suba,Tradicional,Super Ricas,400.0,11
2023-02-03,Suba,Tradicional,Marcas_Propias_D1,400.0,11
2023-02-03,Suba,Tradicional,Pringles,400.0,11
2023-02-03,Suba,Moderno,Margarita,765.0,44
2023-02-03,Suba,Moderno,Super Ricas,340.0,44
2023-02-03,Suba,Moderno,Marcas_Propias_D1,510.0,44
2023-02-03,Suba,Moderno,Pringles,340.0,44
2023-02-03,Kennedy,Tradicional,Margarita,1000.0,25
2023-02-03,Kennedy,Tradicional,Super Ricas,400.0,25
2023-02-03,Kennedy,Tradicional,Marcas_Propias_D1,400.0,25
2023-02-03,Kennedy,Tradicional,Pringles,400.0,25
2023-02-03,Kennedy,Moderno,Margarita,1000.0,20
2023-02-03,Kennedy,Moderno,Super Ricas,400.0,20
2023-02-03,Kennedy,Moderno,Marcas_Propias_D1,600.0,20
2023-02-03,Kennedy,Moderno,Pringles,400.0,20
2023-02-03,Engativá,Tradicional,Margarita,1000.0,8
2023-02-03,Engativá,Tradicional,Super Ricas,400.0,8
2023-02-03,Engativá,Tradicional,Marcas_Propias_D1,400.0,8
2023-02-03,Engativá,Tradicional,Pringles,400.0,8
2023-02-03,Engativá,Moderno,Margarita,765.0,52
2023-02-03,Engativá,Moderno,Super Ricas,340.0,52
2023-02-03,Engativá,Moderno,Marcas_Propias_D1,510.0,52
2023-02-03,Engativá,Moderno,Pringles,340.0,52
2023-02-03,Bosa,Tradicional,Margarita,850.0,35
2023-02-03,Bosa,Tradicional,Super Ricas,340.0,35
2023-02-03,Bosa,Tradicional,Marcas_Propias_D1,340.0,35
2023-02-03,Bosa,Tradicional,Pringles,340.0,35
2023-02-03,Bosa,Moderno,Margarita,850.0,33
2023-02-03,Bosa,Moderno,Super Ricas,340.0,33
2023-02-03,Bosa,Moderno,Marcas_Propias_D1,510.0,33
2023-02-03,Bosa,Moderno,Pringles,340.0,33
2023-02-03,Usaquén,Tradicional,Margarita,1000.0,7
2023-02-03,Usaquén,Tradicional,Super Ricas,400.0,7
2023-02-03,Usaquén,Tradicional,Marcas_Propias_D1,400.0,7
2023-02-03,Usaquén,Tradicional,Pringles,400.0,7
2023-02-03,Usaquén,Moderno,Margarita,850.0,32
2023-02-03,Usaquén,Moderno,Super Ricas,340.0,32
2023-02-03,Usaquén,Moderno,Marcas_Propias_D1,510.0,32
2023-02-03,Usaquén,Moderno,Pringles,340.0,32
2023-02-03,Chapinero,Tradicional,Margarita,1000.0,20
2023-02-03,Chapinero,Tradicional,Super Ricas,400.0,20
2023-02-03,Chapinero,Tradicional,Marcas_Propias_D1,400.0,20
2023-02-03,Chapinero,Tradicional,Pringles,400.0,20
2023-02-03,Chapinero,Moderno,Margarita,900.0,6
2023-02-03,Chapinero,Moderno,Super Ricas,400.0,6
2023-02-03,Chapinero,Moderno,Marcas_Propias_D1,600.0,6
2023-02-03,Chapinero,Moderno,Pringles,400.0,6
2023-02-04,Suba,Tradicional,Margarita,765.0,55
2023-02-04,Suba,Tradicional,Super Ricas,340.0,55
2023-02-04,Suba,Tradicional,Marcas_Propias_D1,340.0,55
2023-02-04,Suba,Tradicional,Pringles,340.0,55
2023-02-04,Suba,Moderno,Margarita,1000.0,17
2023-02-04,Suba,Moderno,Super Ricas,400.0,17
2023-02-04,Suba,Moderno,Marcas_Propias_D1,600.0,17
2023-02-04,Suba,Moderno,Pringles,400.0,17
2023-02-04,Kennedy,Tradicional,Margarita,1000.0,27
2023-02-04,Kennedy,Tradicional,Super Ricas,400.0,27
2023-02-04,Kennedy,Tradicional,Marcas_Propias_D1,400.0,27
2023-02-04,Kennedy,Tradicional,Pringles,400.0,27
2023-02-04,Kennedy,Moderno,Margarita,850.0,55
2023-02-04,Kennedy,Moderno,Super Ricas,340.0,55
2023-02-04,Kennedy,Moderno,Marcas_Propias_D1,510.0,55
2023-02-04,Kennedy,Moderno,Pringles,340.0,55
2023-02-04,Engativá,Tradicional,Margarita,850.0,33
2023-02-04,Engativá,Tradicional,Super Ricas,340.0,33
2023-02-04,Engativá,Tradicional,Marcas_Propias_D1,340.0,33
2023-02-04,Engativá,Tradicional,Pringles,340.0,33
2023-02-04,Engativá,Moderno,Margarita,850.0,58
2023-02-04,Engativá,Moderno,Super Ricas,340.0,58
2023-02-04,Engativá,Moderno,Marcas_Propias_D1,510.0,58
2023-02-04,Engativá,Moderno,Pringles,340.0,58
2023-02-04,Bosa,Tradicional,Margarita,1000.0,23
2023-02-04,Bosa,Tradicional,Super Ricas,400.0,23
2023-02-04,Bosa,Tradicional,Marcas_Propias_D1,400.0,23
2023-02-04,Bosa,Tradicional,Pringles,400.0,23
2023-02-04,Bosa,Moderno,Margarita,850.0,53
2023-02-04,Bosa,Moderno,Super Ricas,340.0,53
2023-02-04,Bosa,Moderno,Marcas_Propias_D1,510.0,53
2023-02-04,Bosa,Moderno,Pringles,340.0,53
2023-02-04,Usaquén,Tradicional,Margarita,850.0,38
2023-02-04,Usaquén,Tradicional,Super Ricas,340.0,38
2023-02-04,Usaquén,Tradicional,Marcas_Propias_D1,340.0,38
2023-02-04,Usaquén,Tradicional,Pringles,340.0,38
2023-02-04,Usaquén,Moderno,Margarita,850.0,55
2023-02-04,Usaquén,Moderno,Super Ricas,340.0,55
2023-02-04,Usaquén,Moderno,Marcas_Propias_D1,510.0,55
2023-02-04,Usaquén,Moderno,Pringles,340.0,55
2023-02-04,Chapinero,Tradicional,Margarita,850.0,36
2023-02-04,Chapinero,Tradicional,Super Ricas,340.0,36
2023-02-04,Chapinero,Tradicional,Marcas_Propias_D1,340.0,36
2023-02-04,Chapinero,Tradicional,Pringles,340.0,36
2023-02-04,Chapinero,Moderno,Margarita,1000.0,25
2023-02-04,Chapinero,Moderno,Super Ricas,400.0,25
2023-02-04,Chapinero,Moderno,Marcas_Propias_D1,600.0,25
2023-02-04,Chapinero,Moderno,Pringles,400.0,25
2023-02-05,Suba,Tradicional,Margarita,1000.0,29
2023-02-05,Suba,Tradicional,Super Ricas,400.0,29
2023-02-05,Suba,Tradicional,Marcas_Propias_D1,400.0,29
2023-02-05,Suba,Tradicional,Pringles,400.0,29
2023-02-05,Suba,Moderno,Margarita,1000.0,19
2023-02-05,Suba,Moderno,Super Ricas,400.0,19
2023-02-05,Suba,Moderno,Marcas_Propias_D1,600.0,19
2023-02-05,Suba,Moderno,Pringles,400.0,19
2023-02-05,Kennedy,Tradicional,Margarita,1000.0,4
2023-02-05,Kennedy,Tradicional,Super Ricas,400.0,4
2023-02-05,Kennedy,Tradicional,Marcas_Propias_D1,400.0,4
2023-02-05,Kennedy,Tradicional,Pringles,400.0,4
2023-02-05,Kennedy,Moderno,Margarita,1000.0,1
2023-02-05,Kennedy,Moderno,Super Ricas,400.0,1
2023-02-05,Kennedy,Moderno,Marcas_Propias_D1,600.0,1
2023-02-05,Kennedy,Moderno,Pringles,400.0,1
2023-02-05,Engativá,Tradicional,Margarita,850.0,34
2023-02-05,Engativá,Tradicional,Super Ricas,340.0,34
2023-02-05,Engativá,Tradicional,Marcas_Propias_D1,340.0,34
2023-02-05,Engativá,Tradicional,Pringles,340.0,34
2023-02-05,Engativá,Moderno,Margarita,850.0,41
2023-02-05,Engativá,Moderno,Super Ricas,340.0,41
2023-02-05,Engativá,Moderno,Marcas_Propias_D1,510.0,41
2023-02-05,Engativá,Moderno,Pringles,340.0,41
2023-02-05,Bosa,Tradicional,Margarita,765.0,31
2023-02-05,Bosa,Tradicional,Super Ricas,340.0,31
2023-02-05,Bosa,Tradicional,Marcas_Propias_D1,340.0,31
2023-02-05,Bosa,Tradicional,Pringles,340.0,31
2023-02-05,Bosa,Moderno,Margarita,1000.0,4
2023-02-05,Bosa,Moderno,Super Ricas,400.0,4
2023-02-05,Bosa,Moderno,Marcas_Propias_D1,600.0,4
2023-02-05,Bosa,Moderno,Pringles,400.0,4
2023-02-05,Usaquén,Tradicional,Margarita,1000.0,4
2023-02-05,Usaquén,Tradicional,Super Ricas,400.0,4
2023-02-05,Usaquén,Tradicional,Marcas_Propias_D1,400.0,4
2023-02-05,Usaquén,Tradicional,Pringles,400.0,4
2023-02-05,Usaquén,Moderno,Margarita,850.0,45
2023-02-05,Usaquén,Moderno,Super Ricas,340.0,45
2023-02-05,Usaquén,Moderno,Marcas_Propias_D1,510.0,45
2023-02-05,Usaquén,Moderno,Pringles,340.0,45
2023-02-05,Chapinero,Tradicional,Margarita,850.0,32
2023-02-05,Chapinero,Tradicional,Super Ricas,340.0,32
2023-02-05,Chapinero,Tradicional,Marcas_Propias_D1,340.0,32
2023-02-05,Chapinero,Tradicional,Pringles,340.0,32
2023-02-05,Chapinero,Moderno,Margarita,1000.0,4
2023-02-05,Chapinero,Moderno,Super Ricas,400.0,4
2023-02-05,Chapinero,Moderno,Marcas_Propias_D1,600.0,4
2023-02-05,Chapinero,Moderno,Pringles,400.0,4
2023-02-06,Suba,Tradicional,Margarita,1000.0,19
2023-02-06,Suba,Tradicional,Super Ricas,400.0,19
2023-02-06,Suba,Tradicional,Marcas_Propias_D1,400.0,19
2023-02-06,Suba,Tradicional,Pringles,400.0,19
2023-02-06,Suba,Moderno,Margarita,850.0,55
2023-02-06,Suba,Moderno,Super Ricas,340.0,55
2023-02-06,Suba,Moderno,Marcas_Propias_D1,510.0,55
2023-02-06,Suba,Moderno,Pringles,340.0,55
2023-02-06,Kennedy,Tradicional,Margarita,850.0,45
2023-02-06,Kennedy,Tradicional,Super Ricas,340.0,45
2023-02-06,Kennedy,Tradicional,Marcas_Propias_D1,340.0,45
2023-02-06,Kennedy,Tradicional,Pringles,340.0,45
2023-02-06,Kennedy,Moderno,Margarita,1000.0,12
2023-02-06,Kennedy,Moderno,Super Ricas,400.0,12
2023-02-06,Kennedy,Moderno,Marcas_Propias_D1,600.0,12
2023-02-06,Kennedy,Moderno,Pringles,400.0,12
2023-02-06,Engativá,Tradicional,Margarita,850.0,51
2023-02-06,Engativá,Tradicional,Super Ricas,340.0,51
2023-02-06,Engativá,Tradicional,Marcas_Propias_D1,340.0,51
2023-02-06,Engativá,Tradicional,Pringles,340.0,51
2023-02-06,Engativá,Moderno,Margarita,850.0,34
2023-02-06,Engativá,Moderno,Super Ricas,340.0,34
2023-02-06,Engativá,Moderno,Marcas_Propias_D1,510.0,34
2023-02-06,Engativá,Moderno,Pringles,340.0,34
2023-02-06,Bosa,Tradicional,Margarita,850.0,51
2023-02-06,Bosa,Tradicional,Super Ricas,340.0,51
2023-02-06,Bosa,Tradicional,Marcas_Propias_D1,340.0,51
2023-02-06,Bosa,Tradicional,Pringles,340.0,51
2023-02-06,Bosa,Moderno,Margarita,850.0,48
2023-02-06,Bosa,Moderno,Super Ricas,340.0,48
2023-02-06,Bosa,Moderno,Marcas_Propias_D1,510.0,48
2023-02-06,Bosa,Moderno,Pringles,340.0,48
2023-02-06,Usaquén,Tradicional,Margarita,850.0,53
2023-02-06,Usaquén,Tradicional,Super Ricas,340.0,53
2023-02-06,Usaquén,Tradicional,Marcas_Propias_D1,340.0,53
2023-02-06,Usaquén,Tradicional,Pringles,340.0,53
2023-02-06,Usaquén,Moderno,Margarita,1000.0,19
2023-02-06,Usaquén,Moderno,Super Ricas,400.0,19
2023-02-06,Usaquén,Moderno,Marcas_Propias_D1,600.0,19
2023-02-06,Usaquén,Moderno,Pringles,400.0,19
2023-02-06,Chapinero,Tradicional,Margarita,1000.0,16
2023-02-06,Chapinero,Tradicional,Super Ricas,400.0,16
2023-02-06,Chapinero,Tradicional,Marcas_Propias_D1,400.0,16
2023-02-06,Chapinero,Tradicional,Pringles,400.0,16
2023-02-06,Chapinero,Moderno,Margarita,850.0,59
2023-02-06,Chapinero,Moderno,Super Ricas,340.0,59
2023-02-06,Chapinero,Moderno,Marcas_Propias_D1,510.0,59
2023-02-06,Chapinero,Moderno,Pringles,340.0,59
2023-02-07,Suba,Tradicional,Margarita,1000.0,3
2023-02-07,Suba,Tradicional,Super Ricas,400.0,3
2023-02-07,Suba,Tradicional,Marcas_Propias_D1,400.0,3
2023-02-07,Suba,Tradicional,Pringles,400.0,3
2023-02-07,Suba,Moderno,Margarita,765.0,39
2023-02-07,Suba,Moderno,Super Ricas,340.0,39
2023-02-07,Suba,Moderno,Marcas_Propias_D1,510.0,39
2023-02-07,Suba,Moderno,Pringles,340.0,39
2023-02-07,Kennedy,Tradicional,Margarita,850.0,56
2023-02-07,Kennedy,Tradicional,Super Ricas,340.0,56
2023-02-07,Kennedy,Tradicional,Marcas_Propias_D1,340.0,56
2023-02-07,Kennedy,Tradicional,Pringles,340.0,56
2023-02-07,Kennedy,Moderno,Margarita,1000.0,2
2023-02-07,Kennedy,Moderno,Super Ricas,400.0,2
2023-02-07,Kennedy,Moderno,Marcas_Propias_D1,600.0,2
2023-02-07,Kennedy,Moderno,Pringles,400.0,2
2023-02-07,Engativá,Tradicional,Margarita,765.0,36
2023-02-07,Engativá,Tradicional,Super Ricas,340.0,36
2023-02-07,Engativá,Tradicional,Marcas_Propias_D1,340.0,36
2023-02-07,Engativá,Tradicional,Pringles,340.0,36
2023-02-07,Engativá,Moderno,Margarita,1000.0,16
2023-02-07,Engativá,Moderno,Super Ricas,400.0,16
2023-02-07,Engativá,Moderno,Marcas_Propias_D1,600.0,16
2023-02-07,Engativá,Moderno,Pringles,400.0,16
2023-02-07,Bosa,Tradicional,Margarita,850.0,33
2023-02-07,Bosa,Tradicional,Super Ricas,340.0,33
2023-02-07,Bosa,Tradicional,Marcas_Propias_D1,340.0,33
2023-02-07,Bosa,Tradicional,Pringles,340.0,33
2023-02-07,Bosa,Moderno,Margarita,1000.0,29
2023-02-07,Bosa,Moderno,Super Ricas,400.0,29
2023-02-07,Bosa,Moderno,Marcas_Propias_D1,600.0,29
2023-02-07,Bosa,Moderno,Pringles,400.0,29
2023-02-07,Usaquén,Tradicional,Margarita,850.0,39
2023-02-07,Usaquén,Tradicional,Super Ricas,340.0,39
2023-02-07,Usaquén,Tradicional,Marcas_Propias_D1,340.0,39
2023-02-07,Usaquén,Tradicional,Pringles,340.0,39
2023-02-07,Usaquén,Moderno,Margarita,850.0,54
2023-02-07,Usaquén,Moderno,Super Ricas,340.0,54
2023-02-07,Usaquén,Moderno,Marcas_Propias_D1,510.0,54
2023-02-07,Usaquén,Moderno,Pringles,340.0,54
2023-02-07,Chapinero,Tradicional,Margarita,850.0,48
2023-02-07,Chapinero,Tradicional,Super Ricas,340.0,48
2023-02-07,Chapinero,Tradicional,Marcas_Propias_D1,340.0,48
2023-02-07,Chapinero,Tradicional,Pringles,340.0,48
2023-02-07,Chapinero,Moderno,Margarita,850.0,45
2023-02-07,Chapinero,Moderno,Super Ricas,340.0,45
2023-02-07,Chapinero,Moderno,Marcas_Propias_D1,510.0,45
2023-02-07,Chapinero,Moderno,Pringles,340.0,45
2023-02-08,Suba,Tradicional,Margarita,850.0,43
2023-02-08,Suba,Tradicional,Super Ricas,340.0,43
2023-02-08,Suba,Tradicional,Marcas_Propias_D1,340.0,43
2023-02-08,Suba,Tradicional,Pringles,340.0,43
2023-02-08,Suba,Moderno,Margarita,850.0,37
2023-02-08,Suba,Moderno,Super Ricas,340.0,37
2023-02-08,Suba,Moderno,Marcas_Propias_D1,510.0,37
2023-02-08,Suba,Moderno,Pringles,340.0,37
2023-02-08,Kennedy,Tradicional,Margarita,1000.0,11
2023-02-08,Kennedy,Tradicional,Super Ricas,400.0,11
2023-02-08,Kennedy,Tradicional,Marcas_Propias_D1,400.0,11
2023-02-08,Kennedy,Tradicional,Pringles,400.0,11
2023-02-08,Kennedy,Moderno,Margarita,850.0,57
2023-02-08,Kennedy,Moderno,Super Ricas,340.0,57
2023-02-08,Kennedy,Moderno,Marcas_Propias_D1,510.0,57
2023-02-08,Kennedy,Moderno,Pringles,340.0,57
2023-02-08,Engativá,Tradicional,Margarita,1000.0,29
2023-02-08,Engativá,Tradicional,Super Ricas,400.0,29
2023-02-08,Engativá,Tradicional,Marcas_Propias_D1,400.0,29
2023-02-08,Engativá,Tradicional,Pringles,400.0,29
2023-02-08,Engativá,Moderno,Margarita,850.0,59
2023-02-08,Engativá,Moderno,Super Ricas,340.0,59
2023-02-08,Engativá,Moderno,Marcas_Propias_D1,510.0,59
2023-02-08,Engativá,Moderno,Pringles,340.0,59
2023-02-08,Bosa,Tradicional,Margarita,850.0,53
2023-02-08,Bosa,Tradicional,Super Ricas,340.0,53
2023-02-08,Bosa,Tradicional,Marcas_Propias_D1,340.0,53
2023-02-08,Bosa,Tradicional,Pringles,340.0,53
2023-02-08,Bosa,Moderno,Margarita,900.0,13
2023-02-08,Bosa,Moderno,Super Ricas,400.0,13
2023-02-08,Bosa,Moderno,Marcas_Propias_D1,600.0,13
2023-02-08,Bosa,Moderno,Pringles,400.0,13
2023-02-08,Usaquén,Tradicional,Margarita,850.0,55
2023-02-08,Usaquén,Tradicional,Super Ricas,340.0,55
2023-02-08,Usaquén,Tradicional,Marcas_Propias_D1,340.0,55
2023-02-08,Usaquén,Tradicional,Pringles,340.0,55
2023-02-08,Usaquén,Moderno,Margarita,1000.0,21
2023-02-08,Usaquén,Moderno,Super Ricas,400.0,21
2023-02-08,Usaquén,Moderno,Marcas_Propias_D1,600.0,21
2023-02-08,Usaquén,Moderno,Pringles,400.0,21
2023-02-08,Chapinero,Tradicional,Margarita,850.0,32
2023-02-08,Chapinero,Tradicional,Super Ricas,340.0,32
2023-02-08,Chapinero,Tradicional,Marcas_Propias_D1,340.0,32
2023-02-08,Chapinero,Tradicional,Pringles,340.0,32
2023-02-08,Chapinero,Moderno,Margarita,900.0,28
2023-02-08,Chapinero,Moderno,Super Ricas,400.0,28
2023-02-08,Chapinero,Moderno,Marcas_Propias_D1,600.0,28
2023-02-08,Chapinero,Moderno,Pringles,400.0,28
2023-02-09,Suba,Tradicional,Margarita,765.0,42
2023-02-09,Suba,Tradicional,Super Ricas,340.0,42
2023-02-09,Suba,Tradicional,Marcas_Propias_D1,340.0,42
2023-02-09,Suba,Tradicional,Pringles,340.0,42
2023-02-09,Suba,Moderno,Margarita,850.0,36
2023-02-09,Suba,Moderno,Super Ricas,340.0,36
2023-02-09,Suba,Moderno,Marcas_Propias_D1,510.0,36
2023-02-09,Suba,Moderno,Pringles,340.0,36
2023-02-09,Kennedy,Tradicional,Margarita,850.0,33
2023-02-09,Kennedy,Tradicional,Super Ricas,340.0,33
2023-02-09,Kennedy,Tradicional,Marcas_Propias_D1,340.0,33
2023-02-09,Kennedy,Tradicional,Pringles,340.0,33
2023-02-09,Kennedy,Moderno,Margarita,1000.0,6
2023-02-09,Kennedy,Moderno,Super Ricas,400.0,6
2023-02-09,Kennedy,Moderno,Marcas_Propias_D1,600.0,6
2023-02-09,Kennedy,Moderno,Pringles,400.0,6
2023-02-09,Engativá,Tradicional,Margarita,850.0,46
2023-02-09,Engativá,Tradicional,Super Ricas,340.0,46
2023-02-09,Engativá,Tradicional,Marcas_Propias_D1,340.0,46
2023-02-09,Engativá,Tradicional,Pringles,340.0,46
2023-02-09,Engativá,Moderno,Margarita,850.0,43
2023-02-09,Engativá,Moderno,Super Ricas,340.0,43
2023-02-09,Engativá,Moderno,Marcas_Propias_D1,510.0,43
2023-02-09,Engativá,Moderno,Pringles,340.0,43
2023-02-09,Bosa,Tradicional,Margarita,850.0,42
2023-02-09,Bosa,Tradicional,Super Ricas,340.0,42
2023-02-09,Bosa,Tradicional,Marcas_Propias_D1,340.0,42
2023-02-09,Bosa,Tradicional,Pringles,340.0,42
2023-02-09,Bosa,Moderno,Margarita,1000.0,7
2023-02-09,Bosa,Moderno,Super Ricas,400.0,7
2023-02-09,Bosa,Moderno,Marcas_Propias_D1,600.0,7
2023-02-09,Bosa,Moderno,Pringles,400.0,7
2023-02-09,Usaquén,Tradicional,Margarita,850.0,34
2023-02-09,Usaquén,Tradicional,Super Ricas,340.0,34
2023-02-09,Usaquén,Tradicional,Marcas_Propias_D1,340.0,34
2023-02-09,Usaquén,Tradicional,Pringles,340.0,34
2023-02-09,Usaquén,Moderno,Margarita,765.0,51
2023-02-09,Usaquén,Moderno,Super Ricas,340.0,51
2023-02-09,Usaquén,Moderno,Marcas_Propias_D1,510.0,51
2023-02-09,Usaquén,Moderno,Pringles,340.0,51
2023-02-09,Chapinero,Tradicional,Margarita,1000.0,16
2023-02-09,Chapinero,Tradicional,Super Ricas,400.0,16
2023-02-09,Chapinero,Tradicional,Marcas_Propias_D1,400.0,16
2023-02-09,Chapinero,Tradicional,Pringles,400.0,16
2023-02-09,Chapinero,Moderno,Margarita,850.0,33
2023-02-09,Chapinero,Moderno,Super Ricas,340.0,33
2023-02-09,Chapinero,Moderno,Marcas_Propias_D1,510.0,33
2023-02-09,Chapinero,Moderno,Pringles,340.0,33
2023-02-10,Suba,Tradicional,Margarita,850.0,31
2023-02-10,Suba,Tradicional,Super Ricas,340.0,31
2023-02-10,Suba,Tradicional,Marcas_Propias_D1,340.0,31
2023-02-10,Suba,Tradicional,Pringles,340.0,31
2023-02-10,Suba,Moderno,Margarita,850.0,37
2023-02-10,Suba,Moderno,Super Ricas,340.0,37
2023-02-10,Suba,Moderno,Marcas_Propias_D1,510.0,37
2023-02-10,Suba,Moderno,Pringles,340.0,37
2023-02-10,Kennedy,Tradicional,Margarita,1000.0,10
2023-02-10,Kennedy,Tradicional,Super Ricas,400.0,10
2023-02-10,Kennedy,Tradicional,Marcas_Propias_D1,400.0,10
2023-02-10,Kennedy,Tradicional,Pringles,400.0,10
2023-02-10,Kennedy,Moderno,Margarita,900.0,2
2023-02-10,Kennedy,Moderno,Super Ricas,400.0,2
2023-02-10,Kennedy,Moderno,Marcas_Propias_D1,600.0,2
2023-02-10,Kennedy,Moderno,Pringles,400.0,2
2023-02-10,Engativá,Tradicional,Margarita,1000.0,22
2023-02-10,Engativá,Tradicional,Super Ricas,400.0,22
2023-02-10,Engativá,Tradicional,Marcas_Propias_D1,400.0,22
2023-02-10,Engativá,Tradicional,Pringles,400.0,22
2023-02-10,Engativá,Moderno,Margarita,900.0,17
2023-02-10,Engativá,Moderno,Super Ricas,400.0,17
2023-02-10,Engativá,Moderno,Marcas_Propias_D1,600.0,17
2023-02-10,Engativá,Moderno,Pringles,400.0,17
2023-02-10,Bosa,Tradicional,Margarita,765.0,38
2023-02-10,Bosa,Tradicional,Super Ricas,340.0,38
2023-02-10,Bosa,Tradicional,Marcas_Propias_D1,340.0,38
2023-02-10,Bosa,Tradicional,Pringles,340.0,38
2023-02-10,Bosa,Moderno,Margarita,1000.0,9
2023-02-10,Bosa,Moderno,Super Ricas,400.0,9
2023-02-10,Bosa,Moderno,Marcas_Propias_D1,600.0,9
2023-02-10,Bosa,Moderno,Pringles,400.0,9
2023-02-10,Usaquén,Tradicional,Margarita,1000.0,8
2023-02-10,Usaquén,Tradicional,Super Ricas,400.0,8
2023-02-10,Usaquén,Tradicional,Marcas_Propias_D1,400.0,8
2023-02-10,Usaquén,Tradicional,Pringles,400.0,8
2023-02-10,Usaquén,Moderno,Margarita,1000.0,3
2023-02-10,Usaquén,Moderno,Super Ricas,400.0,3
2023-02-10,Usaquén,Moderno,Marcas_Propias_D1,600.0,3
2023-02-10,Usaquén,Moderno,Pringles,400.0,3
2023-02-10,Chapinero,Tradicional,Margarita,850.0,43
2023-02-10,Chapinero,Tradicional,Super Ricas,340.0,43
2023-02-10,Chapinero,Tradicional,Marcas_Propias_D1,340.0,43
2023-02-10,Chapinero,Tradicional,Pringles,340.0,43
2023-02-10,Chapinero,Moderno,Margarita,850.0,54
2023-02-10,Chapinero,Moderno,Super Ricas,340.0,54
2023-02-10,Chapinero,Moderno,Marcas_Propias_D1,510.0,54
2023-02-10,Chapinero,Moderno,Pringles,340.0,54
2023-02-11,Suba,Tradicional,Margarita,850.0,38
2023-02-11,Suba,Tradicional,Super Ricas,340.0,38
2023-02-11,Suba,Tradicional,Marcas_Propias_D1,340.0,38
2023-02-11,Suba,Tradicional,Pringles,340.0,38
2023-02-11,Suba,Moderno,Margarita,850.0,32
2023-02-11,Suba,Moderno,Super Ricas,340.0,32
2023-02-11,Suba,Moderno,Marcas_Propias_D1,510.0,32
2023-02-11,Suba,Moderno,Pringles,340.0,32
2023-02-11,Kennedy,Tradicional,Margarita,1000.0,8
2023-02-11,Kennedy,Tradicional,Super Ricas,400.0,8
2023-02-11,Kennedy,Tradicional,Marcas_Propias_D1,400.0,8
2023-02-11,Kennedy,Tradicional,Pringles,400.0,8
2023-02-11,Kennedy,Moderno,Margarita,1000.0,1
2023-02-11,Kennedy,Moderno,Super Ricas,400.0,1
2023-02-11,Kennedy,Moderno,Marcas_Propias_D1,600.0,1
2023-02-11,Kennedy,Moderno,Pringles,400.0,1
2023-02-11,Engativá,Tradicional,Margarita,850.0,49
2023-02-11,Engativá,Tradicional,Super Ricas,340.0,49
2023-02-11,Engativá,Tradicional,Marcas_Propias_D1,340.0,49
2023-02-11,Engativá,Tradicional,Pringles,340.0,49
